,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,dominant_topic,author,year
Doc20,0.00021786492374730834,0.00021786492374736304,0.00021786492374734466,0.0002178649237474583,0.00021786492374738112,0.0002178649237473613,0.00021786492374736851,0.0002178649237474408,0.0002178649237475268,0.0002178649237474356,0.00021786492374736412,0.00021786492374736407,0.0002178649237475035,0.00021786492374746796,0.00021786492374743769,0.00021786492374744248,0.00021786492374743232,0.00021786492374740107,0.0002178649237473733,0.00021786492374740066,0.00021786492374738475,0.00021786492374745446,0.00021786492374752843,0.0002178649237474185,0.9936819172108118,0.00021786492374742064,0.00021786492374736757,0.0002178649237473722,0.00021786492374750835,0.0002178649242606554,24,Berk Ustun,2018
Doc21,8.130081300819558e-05,8.13008130082591e-05,8.130081300825673e-05,8.130081300829048e-05,8.130081300822702e-05,8.130081300822347e-05,8.130081300827648e-05,8.130081300828848e-05,0.015764950221936826,8.130081300835241e-05,8.130081300826311e-05,8.130081300828661e-05,8.130081300825676e-05,8.13008130082835e-05,8.130081300833252e-05,8.130081300826891e-05,8.130081300825837e-05,8.130081300825445e-05,8.130081300826893e-05,8.130081300830071e-05,8.130081300826601e-05,8.130081300829225e-05,0.7942530813518187,8.130081300832257e-05,8.130081300831048e-05,8.130081300824876e-05,8.130081300830862e-05,8.130081300830247e-05,0.18778684647502095,8.130081300827047e-05,22,Berk Ustun,2019
Doc22,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,Berk Ustun,2020
Doc23,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,Berk Ustun,2021
Doc24,0.0001984126984128788,0.00019841269841296358,0.00019841269841303712,0.00019841269841297928,0.0001984126984129411,0.00019841269841299922,0.00019841269841305335,0.36683874729286675,0.0001984126984130284,0.00019841269841308152,0.00019841269841297505,0.0001984126984130908,0.00019841269841310212,0.4520578121925559,0.0001984126984130759,0.00019841269841305875,0.00019841269841304452,0.00019841269841309927,0.04113100580136267,0.00019841269841306322,0.0001984126984132394,0.00019841269841305802,0.00019841269841309794,0.0001984126984130856,0.00019841269841317188,0.00019841269841292214,0.00019841269841302638,0.00019841269841306598,0.10023361170582183,0.03477850554706682,13,Gal Mishne,2016
Doc25,0.0001041666666667457,0.00010416666666682518,0.00010416666666682486,0.00010416666666680643,0.00010416666666686091,0.00010416666666679392,0.00010416666666684234,0.00010416666666686351,0.00010416666666684248,0.00010416666666682376,0.0001041666666667855,0.00010416666666685864,0.0001041666666668456,0.8402929879855149,0.00010416666666685032,0.00010416666666687892,0.0001041666666668135,0.00010416666666682068,0.00010416666666692199,0.0817279869225218,0.0001041666666668838,0.00010416666666685149,0.0001041666666668724,0.00010416666666686123,0.07516652509195869,0.0001041666666667714,0.00010416666666682074,0.00010416666666686279,0.00010416666666689362,0.00010416666666684372,13,Gal Mishne,2017
Doc26,0.00011185682326629355,0.00011185682326637461,0.00011185682326644637,0.00011185682326638132,0.00011185682326637642,0.00011185682326634523,0.00011185682326639322,0.12269902317706533,0.00011185682326639643,0.00011185682326639403,0.00011185682326635966,0.00011185682326636085,0.00011185682326635915,0.8741689857714757,0.00011185682326636317,0.00011185682326641586,0.00011185682326636462,0.00011185682326645615,0.00011185682326646647,0.00011185682326643934,0.00011185682326644644,0.00011185682326641612,0.00011185682326641228,0.00011185682326641429,0.0001118568232664026,0.00011185682326639351,0.00011185682326635119,0.00011185682326637966,0.00011185682326645804,0.00011185682326645363,13,Gal Mishne,2018
Doc27,6.76132521975022e-05,6.761325219757372e-05,6.761325219754161e-05,6.76132521975989e-05,6.761325219756653e-05,6.761325219754089e-05,6.761325219755574e-05,0.43634770741950923,6.761325219758875e-05,6.761325219755881e-05,6.761325219752283e-05,6.761325219755083e-05,6.761325219759807e-05,0.44148414373748684,6.761325219757042e-05,6.761325219756965e-05,6.761325219756415e-05,6.761325219755547e-05,6.761325219758601e-05,6.761325219758437e-05,6.761325219756839e-05,6.761325219758767e-05,6.761325219757512e-05,6.761325219758568e-05,6.761325219757636e-05,6.761325219754439e-05,6.761325219756358e-05,6.761325219757191e-05,0.12034259103366962,6.761325219758221e-05,13,Gal Mishne,2019
Doc28,5.509641873281064e-05,5.509641873283988e-05,5.50964187328659e-05,5.5096418732851855e-05,5.5096418732856876e-05,5.509641873284136e-05,5.509641873286464e-05,5.509641873290498e-05,5.509641873287271e-05,5.509641873286305e-05,5.509641873283786e-05,5.509641873285083e-05,5.509641873285948e-05,0.9255601478378233,5.509641873287827e-05,5.5096418732870605e-05,5.509641873285885e-05,5.5096418732850317e-05,5.509641873287105e-05,5.5096418732876466e-05,0.07289715243765636,5.50964187328811e-05,5.509641873287364e-05,5.509641873287898e-05,5.509641873287261e-05,5.509641873283141e-05,5.509641873285123e-05,5.509641873286536e-05,5.5096418732945144e-05,5.5096418732908626e-05,13,Gal Mishne,2020
Doc29,3.1094527363212585e-05,3.1094527363227087e-05,3.109452736324333e-05,3.109452736323517e-05,3.109452736323531e-05,3.109452736322654e-05,3.1094527363240754e-05,0.19160744453702877,3.1094527363248323e-05,3.109452736324464e-05,3.109452736324263e-05,3.1094527363251745e-05,3.1094527363243885e-05,0.6954744777709647,3.1094527363252227e-05,3.109452736325833e-05,3.1094527363255364e-05,3.1094527363236736e-05,3.109452736326703e-05,3.1094527363253074e-05,3.109452736324262e-05,3.109452736325452e-05,3.109452736325022e-05,3.109452736325637e-05,3.109452736324298e-05,3.1094527363222004e-05,3.1094527363251156e-05,0.031186333775104606,0.08092328620545765,3.109452736325246e-05,13,Gal Mishne,2021
Doc30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,Mikhail Belkin,2016
Doc31,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,Mikhail Belkin,2017
Doc32,0.00015015015015021118,0.37923286863858513,0.00015015015015033896,0.00015015015015033004,0.0001501501501503892,0.00015015015015029594,0.0001501501501503574,0.00015015015015043092,0.0001501501501503844,0.0001501501501503273,0.0001501501501502587,0.00015015015015030402,0.0001501501501504253,0.5039110795995392,0.00015015015015042054,0.05815304673767396,0.00015015015015043317,0.00015015015015031792,0.0001501501501503476,0.00015015015015033543,0.00015015015015035286,0.05479910112029274,0.00015015015015042165,0.00015015015015034048,0.0001501501501503177,0.0001501501501502604,0.00015015015015029995,0.00015015015015032882,0.00015015015015046657,0.0001501501501503114,13,Mikhail Belkin,2018
Doc33,0.00011415525114179479,0.00011415525114203025,0.00011415525114190878,0.00011415525114188938,0.00011415525114188499,0.00011415525114185692,0.00011415525114193836,0.15791775225972343,0.00011415525114195228,0.0001141552511419807,0.00011415525114191448,0.00011415525114192557,0.00011415525114193981,0.22697963973205912,0.00011415525114193672,0.00011415525114199408,0.04727240887238643,0.00011415525114201072,0.00011415525114195678,0.00011415525114194366,0.00011415525114193724,0.00011415525114195171,0.12702839686108522,0.00011415525114195659,0.00011415525114196726,0.000114155251142257,0.00011415525114191951,0.00011415525114195293,0.4379479209961971,0.00011415525114189128,28,Mikhail Belkin,2019
Doc34,0.00018832391713773325,0.00018832391713811795,0.00018832391713793445,0.000188323917137912,0.00018832391713795803,0.00018832391713777968,0.00018832391713799435,0.0001883239171380937,0.00018832391713790558,0.000188323917137917,0.0001883239171378901,0.0001883239171380124,0.0001883239171379898,0.00018832391713799303,0.0001883239171378678,0.38892255299110295,0.00018832391713793632,0.00018832391713787176,0.00018832391713800145,0.0001883239171380962,0.00018832391713783484,0.00018832391713795323,0.00018832391713803731,0.00018832391713797524,0.0001883239171378369,0.00018832391713779955,0.0001883239171379558,0.00018832391713813904,0.6058043773290346,0.00018832391713782476,28,Mikhail Belkin,2020
Doc35,0.0003367003367004747,0.0003367003367005529,0.0003367003367008764,0.0003367003367006028,0.00033670033670082515,0.0003367003367006372,0.0003367003367006695,0.0003367003367010142,0.00033670033670074324,0.000336700336700713,0.0003367003367005385,0.0003367003367006286,0.0003367003367009401,0.00033670033670113247,0.9902356902290969,0.0003367003367011172,0.0003367003367010623,0.00033670033670063243,0.00033670033670069597,0.00033670033670075994,0.00033670033670073446,0.00033670033670107143,0.00033670033670080374,0.00033670033670077083,0.0003367003367007926,0.0003367003367005409,0.00033670033670061904,0.00033670033670069743,0.00033670034328161483,0.0003367003367008443,14,Mikhail Belkin,2021
Doc36,7.733952049497987e-05,7.733952049498972e-05,7.733952049500015e-05,7.733952049500297e-05,0.9977571539056442,7.733952049499013e-05,7.733952049500709e-05,7.733952049502074e-05,7.733952049501684e-05,7.733952049502315e-05,7.733952049498634e-05,7.733952049500431e-05,7.733952049501655e-05,7.733952049506615e-05,7.733952049500567e-05,7.733952049503235e-05,7.73395204950187e-05,7.73395204950087e-05,7.733952049499767e-05,7.733952049501018e-05,7.73395204949998e-05,7.733952049502157e-05,7.73395204950454e-05,7.733952049501352e-05,7.733952049501826e-05,7.733952049499441e-05,7.73395204950069e-05,7.73395204950035e-05,7.733952049513767e-05,7.733952049500186e-05,4,Tsu-Wei (Lily) Weng,2016
Doc37,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,Tsu-Wei (Lily) Weng,2017
Doc38,4.120313143802749e-05,4.120313143804549e-05,4.1203131438050424e-05,4.1203131438060704e-05,4.120313143806171e-05,4.12031314380398e-05,4.120313143805344e-05,4.120313143807996e-05,4.120313143816325e-05,4.120313143806107e-05,4.12031314380537e-05,4.1203131438056014e-05,4.120313143809042e-05,0.03206831720059117,4.1203131438062465e-05,4.1203131438086406e-05,0.2758045427749661,4.120313143804736e-05,4.120313143806492e-05,4.1203131438058915e-05,4.1203131438061314e-05,0.6252437105535016,4.120313143809403e-05,4.120313143806574e-05,4.120313143811856e-05,4.120313143803426e-05,4.120313143804886e-05,4.120313143808965e-05,0.06581214805355118,4.120313143806811e-05,21,Tsu-Wei (Lily) Weng,2018
Doc39,5.7372346529059244e-05,5.7372346529082114e-05,5.737234652908838e-05,5.737234652910828e-05,5.737234652918955e-05,5.7372346529082826e-05,5.737234652909731e-05,5.737234652912887e-05,5.737234652912782e-05,5.7372346529097455e-05,5.7372346529100396e-05,5.737234652910373e-05,5.737234652917052e-05,5.7372346529159404e-05,5.7372346529107e-05,5.737234652915876e-05,0.2544549290824464,5.737234652910774e-05,5.737234652907761e-05,5.737234652908978e-05,5.737234652915014e-05,0.2640623635732704,5.737234652913592e-05,5.737234652911003e-05,0.04040479402029161,5.7372346529080786e-05,5.73723465290864e-05,5.737234652910528e-05,0.4395862323142348,5.737234652910027e-05,28,Tsu-Wei (Lily) Weng,2019
Doc40,6.958942240781351e-05,6.95894224078379e-05,6.958942240785885e-05,6.958942240787508e-05,6.958942240786837e-05,6.958942240784907e-05,6.958942240787165e-05,6.958942240789329e-05,6.958942240787649e-05,6.95894224078947e-05,6.958942240783279e-05,6.958942240785642e-05,6.958942240792709e-05,6.958942240792522e-05,6.958942240788444e-05,6.958942240791312e-05,0.9979819067501714,6.958942240786758e-05,6.958942240786491e-05,6.958942240788324e-05,6.958942240785665e-05,6.95894224079015e-05,6.95894224079116e-05,6.958942240788272e-05,6.958942240788994e-05,6.958942240783561e-05,6.958942240785209e-05,6.958942240786186e-05,6.958942240794413e-05,6.958942240787733e-05,16,Tsu-Wei (Lily) Weng,2020
